example_id,sample_id,difficulty_bin,difficulty_score,input_text,model_size
information_extraction_42,sample_42,2,5.341300577598786,"Extract date: 'Event scheduled for March 15, 2025' (Example 13)",0.5B
information_extraction_43,sample_43,2,5.39215457421172,Extract organization: 'Alice is CEO of TechCorp' (Example 14),0.5B
information_extraction_44,sample_44,2,4.42795001642894,Extract all entities: 'Bob visited Paris in 2023' (Example 15),0.5B
information_extraction_45,sample_45,3,6.6996850297486485,Extract person name: 'John Smith works at Microsoft' (Example 1),0.5B
information_extraction_46,sample_46,3,7.2366800088401755,Extract location: 'The meeting is in New York' (Example 2),0.5B
information_extraction_47,sample_47,3,6.03092455762122,"Extract date: 'Event scheduled for March 15, 2025' (Example 3)",0.5B
information_extraction_48,sample_48,3,7.0341117990673085,Extract organization: 'Alice is CEO of TechCorp' (Example 4),0.5B
information_extraction_49,sample_49,3,6.641924922199758,Extract all entities: 'Bob visited Paris in 2023' (Example 5),0.5B
information_extraction_50,sample_50,3,6.395600570587705,Extract person name: 'John Smith works at Microsoft' (Example 6),0.5B
information_extraction_51,sample_51,3,7.415473574234966,Extract location: 'The meeting is in New York' (Example 7),0.5B
information_extraction_52,sample_52,3,7.353998043979425,"Extract date: 'Event scheduled for March 15, 2025' (Example 8)",0.5B
information_extraction_53,sample_53,3,6.0087662906248385,Extract organization: 'Alice is CEO of TechCorp' (Example 9),0.5B
information_extraction_54,sample_54,3,6.609994622282231,Extract all entities: 'Bob visited Paris in 2023' (Example 10),0.5B
information_extraction_55,sample_55,3,6.3494754417862005,Extract person name: 'John Smith works at Microsoft' (Example 11),0.5B
information_extraction_56,sample_56,3,7.46298419601417,Extract location: 'The meeting is in New York' (Example 12),0.5B
information_extraction_57,sample_57,3,7.059280358899897,"Extract date: 'Event scheduled for March 15, 2025' (Example 13)",0.5B
information_extraction_58,sample_58,3,6.59458845958191,Extract organization: 'Alice is CEO of TechCorp' (Example 14),0.5B
information_extraction_59,sample_59,3,7.083156716035524,Extract all entities: 'Bob visited Paris in 2023' (Example 15),0.5B
information_extraction_60,sample_60,4,9.441322234684751,Extract person name: 'John Smith works at Microsoft' (Example 1),0.5B
information_extraction_61,sample_61,4,8.343199816152227,Extract location: 'The meeting is in New York' (Example 2),0.5B
information_extraction_62,sample_62,4,9.005601327811153,"Extract date: 'Event scheduled for March 15, 2025' (Example 3)",0.5B
information_extraction_63,sample_63,4,9.032822706317527,Extract organization: 'Alice is CEO of TechCorp' (Example 4),0.5B
information_extraction_64,sample_64,4,8.556415020871668,Extract all entities: 'Bob visited Paris in 2023' (Example 5),0.5B
information_extraction_65,sample_65,4,8.671866940027678,Extract person name: 'John Smith works at Microsoft' (Example 6),0.5B
information_extraction_66,sample_66,4,8.521430192648001,Extract location: 'The meeting is in New York' (Example 7),0.5B
information_extraction_67,sample_67,4,8.584244378506694,"Extract date: 'Event scheduled for March 15, 2025' (Example 8)",0.5B
information_extraction_68,sample_68,4,8.586047900186518,Extract organization: 'Alice is CEO of TechCorp' (Example 9),0.5B
information_extraction_69,sample_69,4,8.76734221038141,Extract all entities: 'Bob visited Paris in 2023' (Example 10),0.5B
information_extraction_70,sample_70,4,8.531732150434387,Extract person name: 'John Smith works at Microsoft' (Example 11),0.5B
information_extraction_71,sample_71,4,8.714596388200425,Extract location: 'The meeting is in New York' (Example 12),0.5B
information_extraction_72,sample_72,4,8.301243143226902,"Extract date: 'Event scheduled for March 15, 2025' (Example 13)",0.5B
information_extraction_73,sample_73,4,9.01549896734172,Extract organization: 'Alice is CEO of TechCorp' (Example 14),0.5B
information_extraction_74,sample_74,4,8.958069782647236,Extract all entities: 'Bob visited Paris in 2023' (Example 15),0.5B
