example_id,sample_id,difficulty_bin,difficulty_score,input_text,model_size
retrieval_grounded_30,sample_30,2,5.231852583430596,"Based on context, answer: What year was X invented? (Example 1)",0.5B
retrieval_grounded_31,sample_31,2,4.637877152974342,"Using the provided text, who is the main character? (Example 2)",0.5B
retrieval_grounded_32,sample_32,2,5.088957715118641,"From the document, what is the capital of France? (Example 3)",0.5B
retrieval_grounded_33,sample_33,2,4.8410083194855895,"According to the passage, what happened first? (Example 4)",0.5B
retrieval_grounded_34,sample_34,2,4.962464242635022,"From the context, what is the definition of X? (Example 5)",0.5B
retrieval_grounded_35,sample_35,2,4.763042855349627,"Based on context, answer: What year was X invented? (Example 6)",0.5B
retrieval_grounded_36,sample_36,2,4.960668171079362,"Using the provided text, who is the main character? (Example 7)",0.5B
retrieval_grounded_37,sample_37,2,5.2533561084989415,"From the document, what is the capital of France? (Example 8)",0.5B
retrieval_grounded_38,sample_38,2,5.295442201402605,"According to the passage, what happened first? (Example 9)",0.5B
retrieval_grounded_39,sample_39,2,4.628765113982392,"From the context, what is the definition of X? (Example 10)",0.5B
retrieval_grounded_40,sample_40,2,5.0702707857526335,"Based on context, answer: What year was X invented? (Example 11)",0.5B
retrieval_grounded_41,sample_41,2,4.856505466104002,"Using the provided text, who is the main character? (Example 12)",0.5B
retrieval_grounded_42,sample_42,2,5.429485711389635,"From the document, what is the capital of France? (Example 13)",0.5B
retrieval_grounded_43,sample_43,2,4.004105292184881,"According to the passage, what happened first? (Example 14)",0.5B
retrieval_grounded_44,sample_44,2,4.918838628519491,"From the context, what is the definition of X? (Example 15)",0.5B
retrieval_grounded_45,sample_45,3,6.269100201372919,"Based on context, answer: What year was X invented? (Example 1)",0.5B
retrieval_grounded_46,sample_46,3,6.1137621717873945,"Using the provided text, who is the main character? (Example 2)",0.5B
retrieval_grounded_47,sample_47,3,6.635871289629571,"From the document, what is the capital of France? (Example 3)",0.5B
retrieval_grounded_48,sample_48,3,6.718248155248707,"According to the passage, what happened first? (Example 4)",0.5B
retrieval_grounded_49,sample_49,3,6.656462290523077,"From the context, what is the definition of X? (Example 5)",0.5B
retrieval_grounded_50,sample_50,3,6.883872406786679,"Based on context, answer: What year was X invented? (Example 6)",0.5B
retrieval_grounded_51,sample_51,3,7.057477405864768,"Using the provided text, who is the main character? (Example 7)",0.5B
retrieval_grounded_52,sample_52,3,6.838267141351136,"From the document, what is the capital of France? (Example 8)",0.5B
retrieval_grounded_53,sample_53,3,7.232241713284914,"According to the passage, what happened first? (Example 9)",0.5B
retrieval_grounded_54,sample_54,3,6.97591149122939,"From the context, what is the definition of X? (Example 10)",0.5B
retrieval_grounded_55,sample_55,3,7.293126583931885,"Based on context, answer: What year was X invented? (Example 11)",0.5B
retrieval_grounded_56,sample_56,3,6.1950564538810795,"Using the provided text, who is the main character? (Example 12)",0.5B
retrieval_grounded_57,sample_57,3,6.406857555499319,"From the document, what is the capital of France? (Example 13)",0.5B
retrieval_grounded_58,sample_58,3,7.149702456385926,"According to the passage, what happened first? (Example 14)",0.5B
retrieval_grounded_59,sample_59,3,7.442985228352349,"From the context, what is the definition of X? (Example 15)",0.5B
retrieval_grounded_60,sample_60,4,9.32509819011102,"Based on context, answer: What year was X invented? (Example 1)",0.5B
retrieval_grounded_61,sample_61,4,8.693841431288162,"Using the provided text, who is the main character? (Example 2)",0.5B
retrieval_grounded_62,sample_62,4,8.118697312622773,"From the document, what is the capital of France? (Example 3)",0.5B
retrieval_grounded_63,sample_63,4,9.420621200565165,"According to the passage, what happened first? (Example 4)",0.5B
retrieval_grounded_64,sample_64,4,8.117797196672507,"From the context, what is the definition of X? (Example 5)",0.5B
retrieval_grounded_65,sample_65,4,9.345723271537713,"Based on context, answer: What year was X invented? (Example 6)",0.5B
retrieval_grounded_66,sample_66,4,9.161616158639541,"Using the provided text, who is the main character? (Example 7)",0.5B
retrieval_grounded_67,sample_67,4,8.648440810879363,"From the document, what is the capital of France? (Example 8)",0.5B
retrieval_grounded_68,sample_68,4,9.102814987248063,"According to the passage, what happened first? (Example 9)",0.5B
retrieval_grounded_69,sample_69,4,9.256961679430763,"From the context, what is the definition of X? (Example 10)",0.5B
retrieval_grounded_70,sample_70,4,8.87218965884298,"Based on context, answer: What year was X invented? (Example 11)",0.5B
retrieval_grounded_71,sample_71,4,8.028370368392755,"Using the provided text, who is the main character? (Example 12)",0.5B
retrieval_grounded_72,sample_72,4,8.880057451487373,"From the document, what is the capital of France? (Example 13)",0.5B
retrieval_grounded_73,sample_73,4,9.055491730370191,"According to the passage, what happened first? (Example 14)",0.5B
retrieval_grounded_74,sample_74,4,8.902847699536192,"From the context, what is the definition of X? (Example 15)",0.5B
